,DataYear,BuildingType,PrimaryPropertyType,YearBuilt,NumberofBuildings,PropertyGFATotal,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2),Latitude,Longitude,ENERGYSTARQuintile,ENERGYSTARScore
0,2014,Campus,K-12 School,1927.0,1.0,319900.0,80.0,75.0,129.0,122.0,25621068.0,6889272.0,18731796.0,2379.0,7.44,41.96501325,-87.71451268,quin3,71.0
1,2014,Campus,K-12 School,1990.0,1.0,447330.0,96.0,93.0,268.0,261.0,42972998.0,35792767.0,7180231.0,7573.0,16.93,41.802759,-87.72267099999999,quin0,19.0
2,2014,Campus,K-12 School,1960.0,1.0,250000.0,84.0,80.0,139.0,135.0,21070408.0,6027551.0,15042857.0,2010.0,8.04,41.7520028,-87.68463714,quin3,68.0
3,2014,Campus,K-12 School,1934.0,1.0,323400.0,85.0,80.0,142.0,136.0,27372337.0,8184634.0,19187703.0,2664.0,8.24,41.93560335,-87.7843396,quin3,66.0
4,2014,Campus,K-12 School,1928.0,1.0,298432.0,89.0,79.0,156.0,146.0,26483176.0,8949806.0,17533370.0,2729.0,9.15,41.818909000000005,-87.694567,quin2,54.0
5,2014,NonResidential,Hospital,1960.0,1.0,369087.0,248.0,245.0,437.0,433.0,91675583.0,31138936.0,60536647.0,9472.0,25.66,41.72673518,-87.56695195,quin2,57.0
6,2014,Campus,K-12 School,2003.0,1.0,284691.0,123.0,117.0,229.0,222.0,35085711.0,13609687.0,21476024.0,3875.0,13.61,41.744236,-87.635863,quin0,19.0
7,2014,Campus,K-12 School,1955.0,1.0,319937.0,99.0,97.0,137.0,135.0,31757869.0,5044007.0,26713862.0,2432.0,7.6,41.83978929,-87.61953177,quin0,15.0
8,2014,Campus,K-12 School,1912.0,1.0,346140.0,109.0,104.0,193.0,187.0,37873507.0,12902451.0,24971056.0,3919.0,11.32,41.98901511,-87.66668203,quin2,46.0
9,2014,Campus,K-12 School,1957.0,1.0,358364.0,62.0,60.0,123.0,120.0,22296568.0,9845145.0,12451423.0,2639.0,7.37,41.79020209,-87.77942169,quin3,66.0
10,2014,NonResidential,Hospital,1981.0,2.0,373995.0,281.9,287.4,548.0,535.0,116938339.0,39238375.0,77699964.0,12011.0,32.11,41.802169,-87.613988,quin0,1.0
11,2014,NonResidential,Office,1927.0,1.0,488322.0,77.0,74.0,170.0,166.3,37557701.0,19456661.0,6267428.2,5111.0,10.47,41.787764,-87.602285,quin4,83.0
12,2014,NonResidential,Hospital,1983.0,1.0,430772.0,251.0,251.0,515.0,515.0,107922458.0,47458293.0,6267428.2,13550.0,31.45,41.789224,-87.604896,quin0,12.0
13,2014,NonResidential,Hospital,2013.0,1.0,1205371.0,231.0,227.0,462.0,458.0,203843576.0,114832771.0,6267428.2,28903.4,28.13,41.7910213,-87.60552924,quin0,16.0
14,2014,NonResidential,Hospital,2006.0,1.0,252204.0,281.9,287.4,618.5,621.2000000000002,82294733.0,37006313.0,6267428.2,10442.0,37.0,41.79022382,-87.60461196,quin0,3.0
15,2014,Campus,K-12 School,1910.0,1.0,454800.0,88.0,83.0,148.0,142.0,40145157.0,12030668.0,28114489.0,3910.0,8.6,41.94750755,-87.735506,quin3,80.0
16,2014,Campus,K-12 School,1969.0,1.0,297418.0,33.0,33.0,104.0,104.0,9850591.0,9850591.0,6267428.2,1979.0,6.65,41.803961,-87.590479,quin4,85.0
17,2014,NonResidential,Hospital,2004.0,15.0,1143379.0,176.0,172.0,323.0,317.0,201563877.0,75466070.0,107807279.3,21860.0,19.12,41.93678761,-87.65090588,quin4,89.0
18,2014,Campus,K-12 School,1898.0,1.0,266099.0,66.0,60.0,111.0,104.0,17646162.0,5222793.0,12423369.0,1709.0,6.42,41.95525436,-87.66860456,quin4,85.0
19,2014,NonResidential,Hospital,1960.0,2.0,681807.0,239.0,235.0,444.0,439.0,163091876.0,62963376.0,100128500.0,17968.0,26.35,41.93498449,-87.63728308,quin1,36.0
20,2014,Campus,K-12 School,1901.0,1.0,269474.0,87.0,80.0,142.0,133.0,23561151.0,6449656.0,17111495.0,2205.0,8.18,41.918361,-87.646171,quin3,63.0
21,2014,NonResidential,Office,1986.0,1.0,871962.0,69.0,66.0,214.0,204.0,59871744.0,59096795.0,774949.0,11915.0,13.66,41.88160573,-87.6327278,quin3,67.0
22,2014,NonResidential,Office,1983.0,1.0,2054590.0,63.0,63.0,197.0,197.0,168097890.0,124794002.0,1605600.0,28903.4,12.59,41.8816073,-87.63751717,quin4,85.0
23,2014,NonResidential,Office,1980.0,1.0,663093.0,79.0,77.0,249.0,241.0,52535110.0,52535110.0,6267428.2,10555.0,15.92,41.88356984,-87.63641379999999,quin3,80.0
24,2014,NonResidential,Office,1969.0,1.0,1281847.0,92.0,89.0,191.0,187.0,118228265.0,57641168.0,60587097.0,14799.0,11.54,41.8876921,-87.62356505,quin3,73.0
25,2014,NonResidential,Office,2004.0,1.0,1248730.0,76.0,74.0,240.0,232.0,95260754.0,95260754.0,6267428.2,19139.0,15.33,41.880334999999995,-87.636667,quin3,78.0
26,2014,NonResidential,Office,1962.0,1.0,620454.0,123.0,116.0,219.0,212.0,76188438.0,27102604.0,36050637.0,8047.0,12.97,41.87784862,-87.63130907,quin3,76.0
27,2014,NonResidential,Office,1991.0,1.0,477123.0,58.0,56.0,183.0,174.0,27764608.0,27764608.0,6267428.2,5578.0,11.69,41.88374717,-87.63315639,quin3,77.0
28,2014,NonResidential,Office,1929.0,1.0,760892.0,72.0,69.0,133.0,130.0,54647023.0,21194744.0,22781363.0,6031.0,7.93,41.88035359,-87.63280586,quin4,91.0
29,2014,NonResidential,Office,1910.0,1.0,512369.0,140.0,134.0,243.0,236.0,71837242.0,23790040.0,39696042.0,7328.0,14.3,41.87991058,-87.62493152,quin2,58.0
30,2014,NonResidential,Office,1986.0,1.0,587815.0,63.0,60.0,199.0,190.0,37238636.0,37238636.0,6267428.2,7482.0,12.73,41.88411984,-87.63649725,quin3,77.0
31,2014,NonResidential,Office,1974.0,1.0,648309.0,68.0,68.0,213.0,213.0,43907868.0,43907868.0,6267428.2,8822.0,13.61,41.8797333,-87.63641137,quin3,63.0
32,2014,NonResidential,Office,2002.0,1.0,1652550.0,97.0,96.0,305.0,302.0,160489451.0,124794002.0,89371.6,28903.4,19.51,41.87980869,-87.62854911,quin3,77.0
33,2014,NonResidential,Office,1934.0,1.0,1547120.0,126.0,122.0,232.0,228.0,195347285.0,74409271.0,93728074.0,21362.0,13.81,41.87977276,-87.63155683,quin3,68.0
34,2014,NonResidential,Office,1984.0,1.0,733118.0,62.0,59.0,195.0,185.0,45465890.0,45465890.0,6267428.2,9135.0,12.46,41.88483521,-87.62496769,quin3,73.0
35,2014,NonResidential,Office,1970.0,1.0,265117.0,126.0,120.0,225.0,218.0,33404148.0,11708148.0,21696000.0,3505.0,13.22,41.88476971,-87.63734502,quin3,73.0
36,2014,NonResidential,Office,2009.0,1.0,1334888.0,88.0,85.0,218.0,210.0,116771989.0,81559800.0,6267428.2,18242.0,13.67,41.884658,-87.636809,quin3,80.0
37,2014,NonResidential,Office,1992.0,1.0,1200836.0,68.0,68.0,213.0,213.0,81305742.0,81305742.0,6267428.2,16335.0,13.6,41.88490511,-87.6305179,quin4,81.0
38,2014,NonResidential,Office,1914.0,1.0,409072.0,71.0,66.0,152.0,147.0,29190850.0,15055095.0,14135755.0,3776.0,9.23,41.88270627,-87.62731812,quin4,85.0
39,2014,NonResidential,Office,1928.0,1.0,1809140.0,87.0,84.0,180.0,176.0,156988031.0,77678650.0,33398517.0,19800.0,10.94,41.87749352,-87.63319804,quin4,90.0
40,2014,NonResidential,Office,1972.0,1.0,857412.0,105.0,102.0,194.0,189.0,90059253.0,34885107.0,36531716.0,9932.0,11.58,41.88538772,-87.63289117,quin3,80.0
41,2014,NonResidential,Office,1990.0,1.0,1082248.0,70.0,70.0,219.0,219.0,75590570.0,75482516.0,6267428.2,15173.0,14.02,41.88158551,-87.63338486,quin3,73.0
42,2014,NonResidential,Office,1985.0,1.0,882560.0,73.0,70.0,228.0,220.0,64030673.0,63997553.0,6267428.2,12860.0,14.57,41.8797561,-87.63268685,quin3,78.0
43,2014,NonResidential,Office,2003.0,1.0,778325.0,59.0,57.0,186.0,179.0,45974346.0,45974346.0,6267428.2,9237.0,11.87,41.88538256,-87.63643849,quin4,85.0
44,2014,NonResidential,Office,1981.0,1.0,433246.0,62.0,59.0,186.0,178.0,26715320.0,25172863.0,1542457.0,5140.0,11.86,41.88230282,-87.63117675,quin3,79.0
45,2014,NonResidential,Office,1970.0,1.0,464592.0,68.0,65.0,213.0,204.0,31569175.0,31569175.0,6267428.2,6343.0,13.65,41.88129971,-87.63118259999999,quin3,70.0
46,2014,NonResidential,Office,1984.0,1.0,698645.0,85.0,85.0,267.0,267.0,59479178.0,59479178.0,6267428.2,11950.0,17.1,41.88607935,-87.63304163,quin2,47.0
47,2014,NonResidential,Office,1958.0,1.0,421232.0,104.0,101.0,194.0,190.0,43911326.0,17227570.0,17140828.0,4875.0,11.57,41.87931324,-87.62491915,quin3,78.0
48,2014,NonResidential,Office,1981.0,1.0,874000.0,71.0,69.0,223.0,218.0,61968744.0,61968744.0,6267428.2,12450.0,14.25,41.87902474,-87.63734431,quin3,69.0
49,2014,NonResidential,Office,1985.0,1.0,789024.0,49.0,48.0,153.0,152.0,38408986.0,38408986.0,6267428.2,7717.0,9.78,41.87975177,-87.63414051,quin4,88.0
50,2014,NonResidential,Office,1971.0,1.0,545162.0,115.0,112.0,222.0,219.0,62595919.0,26798657.0,25865354.0,7282.0,13.36,41.87843672,-87.63410024,quin3,77.0
51,2014,NonResidential,Office,1982.0,1.0,1001834.0,67.0,64.0,211.0,200.0,67148501.0,67148501.0,6267428.2,13491.0,13.47,41.88234782,-87.63436490000001,quin3,72.0
52,2014,NonResidential,Office,1973.0,1.0,649265.0,93.0,90.0,292.0,280.0,60624517.0,60188124.0,436393.0,12116.0,18.66,41.8810266,-87.63432282,quin2,43.0
53,2014,NonResidential,Office,1985.0,1.0,760086.0,66.0,63.0,206.0,199.0,49831782.0,49831782.0,6267428.2,10012.0,13.17,41.88606221,-87.63169041,quin3,80.0
54,2014,NonResidential,Office,1929.0,1.0,309652.0,80.0,75.0,156.0,149.0,24892587.0,10646972.0,14245615.0,2896.0,9.35,41.88638306,-87.63427616,quin4,81.0
55,2014,NonResidential,Office,2008.0,1.0,471436.0,110.0,110.0,377.0,377.0,56524966.0,56524966.0,6267428.2,11435.0,24.26,41.88356258,-87.62879915,quin2,54.0
56,2014,NonResidential,Office,1986.0,1.0,1031459.0,56.0,54.0,175.0,170.0,57553110.0,57521646.0,6267428.2,11559.0,11.21,41.88651518,-87.6332446,quin4,85.0
57,2014,NonResidential,Office,1904.0,1.0,412504.0,81.0,75.0,197.0,190.0,33357747.0,22104850.0,11252897.0,5039.0,12.22,41.87862405,-87.62489066,quin4,86.0
58,2014,NonResidential,Office,1989.0,1.0,721992.0,51.0,50.0,161.0,157.0,37073768.0,37073768.0,6267428.2,7449.0,10.32,41.88628574,-87.63508062,quin4,87.0
59,2014,NonResidential,Office,1987.0,1.0,539705.0,72.0,68.0,227.0,213.0,39067059.0,39067059.0,6267428.2,7849.0,14.54,41.88285621,-87.63499083,quin3,68.0
60,2014,NonResidential,Office,1971.0,1.0,661535.0,98.0,82.7,196.0,156.05,64779492.0,29466046.0,35313446.0,7796.0,11.78,41.88100752,-87.63490659,quin4,82.0
61,2014,NonResidential,Office,1972.0,1.0,1215747.0,89.0,86.0,187.0,184.0,108639960.0,54294712.0,54345248.0,13795.0,11.35,41.88695739999999,-87.62305507,quin3,74.0
62,2014,NonResidential,Office,1914.0,1.0,488324.0,46.0,45.0,123.0,122.0,22621872.0,17070966.0,6267428.2,3798.0,7.78,41.882917600000006,-87.62666864,quin4,94.0
63,2014,NonResidential,Office,1958.0,1.0,251826.0,73.0,69.0,165.0,161.0,18288698.0,10671020.0,7617678.0,2549.0,10.12,41.87843521,-87.63727562,quin4,87.0
64,2014,NonResidential,Office,1974.0,1.0,1095104.0,68.0,82.7,150.0,156.05,74523478.0,40942669.0,33580809.0,10010.0,9.14,41.88284628,-87.63290243,quin4,87.0
65,2014,NonResidential,Office,2010.0,1.0,2054590.0,85.0,84.0,205.0,203.0,188449484.0,124794002.0,2559937.0,28430.0,12.81,41.88484639,-87.61989893,quin3,77.0
66,2014,NonResidential,Office,1971.0,1.0,600713.0,86.0,80.0,188.0,181.0,51511281.0,28250388.0,23260893.0,6911.0,11.51,41.87767066,-87.63713229999999,quin4,83.0
67,2014,NonResidential,Office,1926.0,1.0,289000.0,128.0,121.0,221.0,213.0,37106424.0,11863981.0,25242443.0,3724.0,12.89,41.87969438,-87.63568353,quin3,69.0
68,2014,NonResidential,Office,1979.0,1.0,1015129.0,65.0,62.0,202.0,196.0,65426167.0,65367130.0,89371.6,13136.0,12.94,41.88729474,-87.62026142,quin4,90.0
69,2014,NonResidential,Office,1987.0,1.0,345450.0,76.0,73.0,238.0,228.0,26154611.0,26154611.0,6267428.2,5255.0,15.2,41.88155993,-87.63556015,quin3,67.0
70,2014,NonResidential,Office,1990.0,1.0,1433105.0,72.0,70.0,226.0,218.0,103144555.0,103144555.0,6267428.2,20723.0,14.46,41.87745822,-87.63573828,quin3,71.0
71,2014,NonResidential,Office,1969.0,1.0,411672.0,229.0,226.0,459.0,455.0,94318544.0,42987208.0,51331336.0,11363.0,27.6,41.88030523,-87.63570062,quin1,21.0
72,2014,NonResidential,Office,1966.0,1.0,372137.0,106.0,100.0,196.0,190.0,39554495.0,15168670.0,17670601.0,4340.0,11.66,41.88287054,-87.62903883,quin3,70.0
73,2014,NonResidential,Office,1929.0,1.0,477171.0,90.0,82.7,161.0,156.05,43137521.0,15112533.0,26999828.0,4524.0,9.48,41.88286478,-87.63205333,quin3,76.0
74,2014,NonResidential,Office,1980.0,1.0,1085869.0,79.0,76.0,212.0,203.0,85891347.0,67547432.0,6267428.2,14538.0,13.39,41.88038628,-87.62878581,quin3,65.0
75,2014,NonResidential,Office,1928.0,1.0,362756.0,102.0,98.0,170.0,165.0,37112927.0,10824724.0,26288203.0,3571.0,9.84,41.88778975,-87.62420778,quin3,77.0
76,2014,NonResidential,Office,1982.0,1.0,1012961.0,58.0,58.0,180.0,180.0,58239846.0,58136624.0,6267428.2,11688.0,11.54,41.88609655,-87.63591682,quin3,80.0
77,2014,NonResidential,Office,1924.0,1.0,1129407.0,91.0,89.0,181.0,179.0,103110004.0,46638287.0,33131693.0,1389.25,8.6,41.878681,-87.632292,quin4,85.0
78,2014,NonResidential,Office,1963.0,1.0,451233.0,153.0,147.0,314.0,308.0,68829785.0,33178363.0,35651422.0,8560.0,18.97,41.878006299999996,-87.62558458,quin1,36.0
79,2014,NonResidential,Office,1972.0,1.0,1674462.0,93.0,90.0,236.0,224.0,156347923.0,111793907.0,1063517.0,24809.0,14.82,41.88017573,-87.62564433,quin3,64.0
80,2014,NonResidential,Office,1980.0,1.0,899237.0,53.0,50.0,165.0,157.0,47301853.0,47301853.0,6267428.2,9504.0,10.57,41.88038865,-87.6298223,quin4,82.0
81,2014,NonResidential,Office,1981.0,1.0,1567321.0,69.0,67.0,213.0,208.0,107696105.0,105823828.0,1872277.0,21361.0,13.63,41.88229695,-87.630198,quin3,72.0
82,2014,NonResidential,Retail Store,1879.0,1.0,1841736.0,77.0,73.0,155.0,151.0,141993453.0,65197622.0,76795831.0,17178.0,9.33,41.88386376,-87.62704852,quin4,82.0
83,2014,NonResidential,Office,1992.0,1.0,1153218.0,56.0,53.0,175.0,167.0,64243388.0,64243388.0,6267428.2,12907.0,11.19,41.88651883,-87.630542,quin4,83.0
84,2014,NonResidential,Office,1972.0,1.0,2054590.0,98.0,95.0,178.0,176.0,203843576.0,117759311.0,106045324.0,28903.4,10.63,41.88529085,-87.62152084,quin4,84.0
85,2014,NonResidential,Office,1914.0,1.0,570760.0,98.0,94.0,197.0,192.0,55971984.0,25665129.0,30306855.0,6766.0,11.85,41.88285809,-87.631408,quin3,74.0
86,2014,NonResidential,Office,1900.0,1.0,502000.0,72.0,70.0,147.0,144.0,36341446.0,17041309.0,19300137.0,4449.0,8.86,41.879992,-87.630764,quin4,93.0
87,2014,NonResidential,Financial Office,1967.0,1.0,2054590.0,77.0,74.0,239.0,230.0,187442312.0,124794002.0,1991888.0,1389.25,8.6,41.88163958,-87.63010692,quin3,74.0
88,2014,NonResidential,Office,1930.0,1.0,1573971.0,130.0,128.0,322.0,318.0,203843576.0,124794002.0,6267428.2,28903.4,20.15,41.87750025,-87.63227855,quin3,65.0
89,2014,NonResidential,Office,1870.0,1.0,411500.0,62.0,62.0,195.0,195.0,25501766.0,25482836.0,89371.6,5121.0,12.44,41.88385328,-87.63167966,quin3,76.0
90,2014,NonResidential,Office,1927.0,1.0,490273.0,119.0,114.0,220.0,214.0,58303825.0,22359198.0,35944627.0,6401.0,13.06,41.879395,-87.630986,quin3,64.0
91,2014,NonResidential,Financial Office,1997.0,1.0,261217.0,261.0,257.0,600.0,588.0,68095426.0,41456517.0,6267428.2,9733.0,37.0,41.877734999999994,-87.631723,quin0,3.0
92,2014,NonResidential,Office,1974.0,1.0,1274198.0,120.0,116.0,266.0,262.0,152736764.0,85319448.0,67417316.0,20723.0,16.26,41.87740181,-87.62564302,quin2,58.0
93,2014,NonResidential,Office,1906.0,1.0,638592.0,109.0,109.0,248.0,248.0,69302173.0,40908174.0,28393999.0,9727.0,15.23,41.88385328,-87.63167966,quin2,53.0
94,2014,NonResidential,Office,1984.0,1.0,1157744.0,86.0,85.0,269.0,267.0,99215774.0,99215774.0,6267428.2,19934.0,17.22,41.87595944,-87.63219354,quin3,64.0
95,2014,NonResidential,Office,1914.0,1.0,259000.0,143.0,137.0,282.0,274.0,36939603.0,16443882.0,20495721.0,4392.0,16.96,41.88347296,-87.62574183,quin2,44.0
96,2014,NonResidential,Office,1965.0,1.0,822815.0,82.0,79.0,169.0,165.0,67498575.0,32586296.0,34912279.0,8401.0,10.21,41.88287346,-87.62989783,quin4,89.0
97,2014,NonResidential,Office,1974.0,1.0,1526102.0,126.0,123.0,264.0,261.0,192431938.0,96188340.0,96243598.0,24437.0,16.01,41.88031326,-87.63191186,quin2,53.0
98,2014,NonResidential,Office,1971.0,1.0,1281114.0,96.0,92.0,217.0,212.0,123231849.0,70988503.0,52243346.0,17037.0,13.3,41.87965675,-87.63746431,quin4,84.0
99,2014,NonResidential,Office,1968.0,1.0,976496.0,112.0,107.0,206.0,201.0,109053842.0,41596477.0,67457365.0,11940.0,12.23,41.88411639,-87.63478478,quin3,73.0
100,2014,NonResidential,Office,2005.0,1.0,1687710.0,79.0,77.0,247.0,240.0,133579828.0,124794002.0,1044100.0,26684.0,15.81,41.88099639,-87.63603964,quin3,79.0
101,2014,NonResidential,Mixed Use Property,1973.0,1.0,2054590.0,74.0,72.0,135.0,133.0,203843576.0,87741252.0,107807279.3,1389.25,8.6,41.87881863,-87.62895341,quin4,90.0
102,2014,NonResidential,Office,1912.0,1.0,689733.0,100.0,95.0,200.0,195.0,68893240.0,31265077.0,37628163.0,8280.0,12.0,41.87500832,-87.63122808,quin3,70.0
103,2014,NonResidential,Office,1991.0,1.0,840365.0,47.0,46.0,147.0,144.0,39400411.0,39400411.0,6267428.2,7916.0,9.42,41.87755536,-87.63041390000001,quin4,90.0
104,2014,NonResidential,Office,1958.0,1.0,300971.0,121.0,114.0,219.0,212.0,36294934.0,13328456.0,22966478.0,3898.0,12.95,41.88108964,-87.62858918,quin3,68.0
105,2014,NonResidential,Office,1985.0,1.0,1200000.0,118.0,112.0,271.0,265.0,141081644.0,84803793.0,56277851.0,20027.0,16.69,41.88517287,-87.63173182,quin2,44.0
106,2014,Campus,K-12 School,1968.0,1.0,253266.0,94.0,88.0,217.0,208.0,23743491.0,14403553.0,9339938.0,3390.0,13.38,41.874294,-87.627664,quin0,5.0
107,2014,NonResidential,Office,1929.0,1.0,501342.0,107.0,103.0,188.0,184.0,53496475.0,18430345.0,25567893.0,5562.0,11.09,41.88653309,-87.63199926,quin4,81.0
108,2014,NonResidential,Office,1989.0,1.0,1392096.0,75.0,74.0,233.0,230.0,104265361.0,102578334.0,1687027.0,20699.0,14.87,41.88642141,-87.62903061,quin3,79.0
109,2014,NonResidential,Office,1895.0,1.0,372265.0,92.0,89.0,254.0,244.0,34380215.0,28121028.0,998634.0,5980.0,16.06,41.87977522,-87.62973114,quin3,65.0
110,2014,NonResidential,Office,1920.0,1.0,445145.0,78.0,72.0,166.0,158.0,34481286.0,17944070.0,16537216.0,4484.0,10.07,41.88481297,-87.63290616,quin3,78.0
111,2014,NonResidential,Office,1981.0,1.0,2054590.0,64.0,61.0,201.0,193.0,131709553.0,124794002.0,89371.6,26458.0,12.85,41.88603179,-87.62354823,quin3,76.0
112,2014,NonResidential,Financial Office,1963.0,1.0,580000.0,91.0,87.0,208.0,205.0,52580018.0,31377219.0,21202799.0,7430.0,12.81,41.88103427,-87.63261241,quin3,80.0
113,2014,NonResidential,Office,1962.0,1.0,579275.0,82.0,77.0,148.0,142.0,47348378.0,17315777.0,30032601.0,5074.0,8.76,41.88653035,-87.62754249,quin4,92.0
114,2014,NonResidential,Office,1991.0,1.0,708027.0,66.0,63.0,208.0,197.0,46876934.0,46860374.0,6267428.2,9416.0,13.3,41.88230828,-87.6349623,quin3,76.0
115,2014,NonResidential,Office,1932.0,1.0,501904.0,91.0,86.0,171.0,165.0,45762480.0,18120566.0,27641914.0,5109.0,10.18,41.882323299999996,-87.63200429999999,quin4,81.0
116,2014,NonResidential,Office,1910.0,1.0,829072.0,83.0,82.0,201.0,199.0,68573204.0,45261204.0,23312000.0,10332.0,12.46,41.88238964,-87.62728409,quin3,74.0
117,2014,NonResidential,Office,2001.0,1.0,1599211.0,93.0,91.0,240.0,234.0,148418049.0,109723642.0,6267428.2,24084.0,15.06,41.88230154,-87.63605799999999,quin3,77.0
118,2014,NonResidential,Office,2005.0,1.0,942732.0,61.0,58.0,190.0,182.0,56988589.0,56988589.0,6267428.2,11450.0,12.15,41.88165139,-87.62884674,quin4,83.0
119,2014,NonResidential,Office,1982.0,1.0,1343438.0,58.0,82.7,181.0,156.05,77564211.0,77564211.0,6267428.2,15584.0,11.6,41.88155817,-87.63615089,quin4,82.0
120,2014,NonResidential,Office,1972.0,1.0,2054590.0,70.0,67.0,188.0,181.0,193714249.0,124794002.0,44242957.0,28903.4,11.77,41.88494749,-87.62313016,quin4,83.0
121,2014,NonResidential,Courthouse,1965.0,1.0,1541766.0,95.0,90.0,179.0,174.0,146032153.0,58666645.0,87365508.0,16427.0,10.65,41.88409726,-87.63019634,quin4,81.0
122,2014,NonResidential,Office,1903.0,1.0,1097549.0,69.0,66.0,142.0,139.0,76136744.0,36462645.0,39674099.0,9433.0,8.59,41.88155564,-87.62730774,quin4,91.0
123,2014,NonResidential,Office,1989.0,1.0,2054590.0,63.0,63.0,198.0,198.0,203843576.0,124794002.0,443100.0,28903.4,12.64,41.88003331,-87.63472342,quin3,79.0
124,2014,NonResidential,Office,1890.0,1.0,496749.0,50.0,47.0,95.0,91.0,25029525.0,9943121.0,15086404.0,2799.0,5.63,41.87752434,-87.62955290000001,quin4,97.0
125,2014,NonResidential,Office,1886.0,1.0,337879.0,76.0,76.0,239.0,239.0,25663102.0,25663102.0,6267428.2,5156.0,15.26,41.87908523,-87.631822,quin3,68.0
126,2014,NonResidential,Office,1978.0,1.0,776691.0,59.0,56.0,186.0,177.0,45889489.0,45889489.0,6267428.2,9220.0,11.87,41.882313399999994,-87.63279516,quin4,89.0
127,2014,NonResidential,Office,1973.0,1.0,2054590.0,110.0,110.0,346.0,346.0,203843576.0,124794002.0,6267428.2,28903.4,22.15,41.87887581,-87.63587349,quin1,36.0
128,2014,NonResidential,Office,1911.0,1.0,406780.0,46.0,44.0,106.0,103.0,18516696.0,11287176.0,7229520.0,2652.0,6.52,41.857685,-87.63625400000001,quin4,97.0
129,2014,Campus,K-12 School,1921.0,1.0,269480.0,87.0,83.0,151.0,145.0,23482619.0,7619235.0,15863384.0,2373.0,8.81,41.69164701,-87.66578473,quin3,70.0
130,2014,NonResidential,Office,2000.0,1.0,392653.0,91.0,91.0,281.0,281.0,35815705.0,34878044.0,937661.0,7057.0,17.97,41.88927,-87.628761,quin1,35.0
131,2014,NonResidential,Office,1965.0,1.0,394230.0,85.0,81.0,171.0,167.0,33336909.0,15403962.0,17932947.0,4047.0,10.27,41.89644968,-87.62256575,quin4,85.0
132,2014,NonResidential,Office,2007.0,1.0,1506959.0,63.0,61.0,197.0,191.0,94752032.0,94085354.0,6267428.2,18952.0,12.58,41.88814152,-87.63312862,quin3,80.0
133,2014,NonResidential,Office,1987.0,1.0,1025053.0,57.0,56.0,180.0,175.0,58824688.0,58824688.0,6267428.2,11819.0,11.53,41.88827025,-87.6306007,quin3,79.0
134,2014,NonResidential,Office,2009.0,1.0,1364257.0,71.0,69.0,213.0,205.0,96869656.0,90195435.0,6606325.0,18477.0,13.54,41.88886543,-87.6302742,quin4,85.0
135,2014,NonResidential,Office,1965.0,1.0,878884.0,117.0,110.0,205.0,198.0,102599382.0,34658345.0,67941037.0,10572.0,12.03,41.88961452,-87.62297649,quin3,74.0
136,2014,NonResidential,Office,1968.0,1.0,373561.0,87.0,82.0,273.0,259.0,32495267.0,32495267.0,6267428.2,6529.0,17.48,41.89117131,-87.62469712,quin2,54.0
137,2014,NonResidential,Office,1969.0,1.0,622883.0,105.0,99.0,221.0,212.0,65543853.0,32817220.0,32726633.0,8332.0,13.38,41.89221623,-87.61971658,quin3,69.0
138,2014,NonResidential,Office,1908.0,1.0,1434236.0,98.0,98.0,277.0,275.0,141199083.0,119811664.0,2098799.0,25200.0,17.57,41.896501,-87.64288,quin4,82.0
139,2014,NonResidential,Office,1969.0,1.0,359409.0,81.0,76.0,172.0,167.0,29135798.0,14967898.0,14167900.0,3760.0,10.46,41.893122,-87.624155,quin4,92.0
140,2014,NonResidential,Office,1969.0,1.0,282343.0,114.0,112.0,280.0,278.0,32288335.0,21638044.0,10650291.0,4913.0,17.4,41.89361489,-87.63342151,quin2,60.0
141,2014,NonResidential,Office,1971.0,1.0,1915669.0,102.0,100.0,216.0,214.0,194921255.0,101318146.0,39979936.0,26440.0,13.8,41.88863693,-87.62751976,quin3,75.0
142,2014,NonResidential,Hospital,2012.0,1.0,1250000.0,251.0,244.0,461.0,451.0,203843576.0,118414722.0,107807279.3,28903.4,27.35,41.896764000000005,-87.62155899999999,quin1,34.0
143,2014,NonResidential,Office,1976.0,1.0,517115.0,80.0,77.0,252.0,243.0,41493013.0,41443210.0,89371.6,8329.0,16.11,41.89069402,-87.62477656,quin2,52.0
144,2014,NonResidential,Office,1988.0,1.0,939400.0,95.0,94.0,300.0,296.0,89662208.0,89662208.0,6267428.2,18014.0,19.18,41.890071,-87.621562,quin3,71.0
145,2014,NonResidential,Medical Office,1980.0,1.0,675000.0,119.0,116.0,373.0,364.0,80345094.0,80105094.0,240000.0,16107.0,23.86,41.894419,-87.622789,quin3,62.0
146,2014,NonResidential,Hospital,1999.0,1.0,2054590.0,203.0,199.0,389.0,383.0,203843576.0,124794002.0,107807279.3,28903.4,23.2,41.89458666,-87.62152834,quin3,70.0
147,2014,NonResidential,Hospital,2007.0,1.0,945000.0,214.0,205.0,410.0,394.0,202421320.0,83746482.0,107807279.3,23129.0,24.48,41.89627286,-87.62088103,quin2,52.0
